Date,portfolio_value,daily_return,cumulative_return
2020-08-04,9902.397581832938,0.0,1.0
2020-08-05,9902.397581832938,0.0,1.0
2020-08-06,9902.397581832938,0.0,1.0
2020-08-07,9902.397581832938,0.0,1.0
2020-08-10,9902.397581832938,0.0,1.0
2020-08-11,9902.397581832938,0.0,1.0
2020-08-12,9902.397581832938,0.0,1.0
2020-08-13,9902.397581832938,0.0,1.0
2020-08-14,9902.397581832938,0.0,1.0
2020-08-17,9902.397581832938,0.0,1.0
2020-08-18,9902.397581832938,0.0,1.0
2020-08-19,9902.397581832938,0.0,1.0
2020-08-20,9902.397581832938,0.0,1.0
2020-08-21,9902.397581832938,0.0,1.0
2020-08-24,9902.397581832938,0.0,1.0
2020-08-25,9902.397581832938,0.0,1.0
2020-08-26,9902.397581832938,0.0,1.0
2020-08-27,9902.397581832938,0.0,1.0
2020-08-28,9902.397581832938,0.0,1.0
2020-08-31,9902.397581832938,0.0,1.0
2020-09-01,9902.397581832938,0.0,1.0
2020-09-02,9902.397581832938,0.0,1.0
2020-09-03,9902.397581832938,0.0,1.0
2020-09-04,9902.397581832938,0.0,1.0
2020-09-07,9902.397581832938,0.0,1.0
2020-09-08,9902.397581832938,0.0,1.0
2020-09-09,9902.397581832938,0.0,1.0
2020-09-10,9902.397581832938,0.0,1.0
2020-09-11,9902.397581832938,0.0,1.0
2020-09-14,9902.397581832938,0.0,1.0
2020-09-15,9902.397581832938,0.0,1.0
2020-09-16,9902.397581832938,0.0,1.0
2020-09-17,9902.397581832938,0.0,1.0
